epiphenomenalismo;epiphenomenalismo;sb
epiphenomenismo;epiphenomenismo;sb
epiphenomeno;epiphenōmeno;sb
epiphonema;epiphonema;sb
epiphora;epīphora;sb
epiphylle;epiphylle;adj
epiphyllo;epiphyllo;sb
epiphysari;epiphysari;adj
epiphyse;epīphyse;sb
epiphysis;epīphysis;sb
epiphyte;epīphyte;adj
epiphytia;epiphytīa;sb
epiphytic;epiphȳtic;adj
epiphyto;epīphyto;sb
epiploitis;epiploītis;sb
epiploon;epīploon;sb
epirogenese;epirogēnese;sb
epirogenesis;epirogēnesis;sb
episcopal;episcopal;adj
episcopal;episcopal;sb
episcopalismo;episcopalismo;sb
episcopalista;episcopalista;adj
episcopalista;episcopalista;sb
episcopato;episcopato;sb
episcopia;episcopīa;sb
episcopic;episcōpic;adj
episcopio;episcopio;sb
episcopo;epīscopo;sb
episiotomia;episiotomīa;sb
episodic;episōdic;adj
episodicitate;episodicitate;sb
episodio;episodio;sb
episoma;episoma;sb
epispastic;epispāstic;adj
epispastico;epispāstico;sb
epistasia;epistasīa;sb
epistatic;epistātic;adj
epistaxis;epistāxis;sb
epistemologia;epistemologīa;sb
epistemologic;epistemolōgic;adj
epistemologista;epistemologista;sb
epistemologo;epistemōlogo;sb
epistola;epīstola;sb
epistolari;epistolari;adj
epistolario;epistolario;sb
epistolero;epistolero;sb
epistolographia;epistolographīa;sb
epistolographic;epistologrāphic;adj
epistolographo;epistolōgrapho;sb
epistropheo;epistrophēo;sb
epistylio;epistylio;sb
epitaphic;epitāphic;adj
epitaphio;epitaphio;sb
epitase;epītase;sb
epitasis;epītasis;sb
epitaxia;epitaxia;sb
epitaxial;epitaxial;adj
epithalamie;epithalamie;adj
epithalamio;epithalamio;sb
epithelial;epithelial;adj
epithelio;epithelio;sb
epithelioma;epithelioma;sb
epithema;epīthema;sb
epithetic;epithētic;adj
epitheto;epītheto;sb
epitomar;epitomar;vb
epitomator;epitomator;sb
epitome;epītome;sb
epitomic;epitōmic;sb
epitomista;epitomista;sb
epitrope;epītrope;sb
epizoa;epizōa;sb pl
epizoic;epizōic;adj
epizoon;epizōon;sb
epizootia;epizootīa;sb
epizootic;epizoōtic;adj
epocha;ēpocha;sb
epochal;epochal;adj
epodic;epōdic;adj
epodo;epodo;sb
eponyme;epōnyme;adj
eponymia;eponymīa;sb
eponymo;epōnymo;sb
epopeia;epopēia;sb
epoptic;epōptic;adj
epoptica;epōptica;sb
epos;ēpos;sb
epoxydo;epōxydo;sb
epsilon;ēpsilon;sb
epsomite;epsomite;sb
epulide;epulide;sb
epurar;epurar;adj
epuration;epuration;sb
equabile;equābile;adj
equabilitate;equabilitate;sb
equal;equal;adj
equal;equal;sb
equalar;equalar;vb
equalator;equalator;sb
equaliarista;equaliarista;sb
equalisar;equalisar;vb
equalisation;equalisation;sb
equalisator;equalisator;sb
equalitari;equalitari;adj
equalitarismo;equalitarismo;sb
equalitate;equalitate;sb
equalmente;equalmente;adv
equanime;equānime;adj
equanimitate;equanimitate;sb
equar;equar;vb
equation;equation;sb
equator;equator;sb
equatorial;equatorial;adj
eque;eque;adj
equestre;equestre;adj
equeto;equeto;sb
equiangular;equiangular;adj
equiangularitate;equiangularitate;sb
equiangule;equiāngule;adj
equides;equīdes;sb pl
equidifferente;equidifferente;adj
equidifferentia;equidifferentia;sb
equidistante;equidistante;adj
equidistantia;equidistantia;sb
equidistar;equidistar;vb
equilateral;equilateral;adj
equilateralitate;equilateralitate;sb
equilatere;equilatere;adj
equilibrante;equilibrante;adj
equilibrar;equilibrar;vb
equilibrate;equilibrate;adj
equilibration;equilibration;sb
equilibrator;equilibrator;sb
equilibre;equilibre;adj
equilibrio;equilibrio;sb
equilibrista;equilibrista;sb
equilibristic;equilibrīstic;adj
equimolar;equimolar;adj
equimolecular;equimolecular;adj
equimolecularitate;equimolecularitate;sb
equin;equin;adj
equinoctial;equinoctial;adj
equinoctio;equinoctio;sb
equipa;equipa;sb
equipage;equipaje;sb
equipamento;equipamento;sb
equipar;equipar;vb
equipartition;equipartition;sb
equipollente;equipollente;adj
equipollentia;equipollentia;sb
equiponderante;equiponderante;adj
equiponderantia;equiponderantia;sb
equiponderar;equiponderar;vb
equipotente;equipotente;adj
equipotential;equipotential;adj
equisetaceas;equisetāceas;sb pl
equiseto;equiseto;sb
equitabile;equitābile;adj
equitar;equitar;vb
equitate;equitate;sb
equitation;equitation;sb
equite;ēquite;sb
equivalente;equivalente;adj
equivalente;equivalente;sb
equivalentia;equivalentia;sb
equivaler;equivaler;vb
equivoc;equīvoc;adj
equivocar;equivocar;vb
equivocation;equivocation;sb
equivocitate;equivocitate;sb
equivoco;equīvoco;sb
equo;equo;sb
era;era;sb
eradicabile;eradicābile;adj
eradicar;eradicar;vb
eradication;eradication;sb
eradicative;eradicative;adj
eradicator;eradicator;sb
eragrostis;eragrōstis;sb
eranthis;erānthis;sb
erasmian;erasmian;adj
erastian;erastian;adj
erastianismo;erastianismo;sb
erastiano;erastiano;sb
erbium;ērbium;sb
erecte;erecte;adj
erectile;erectile;adj
erectilitate;erectilitate;sb
erection;erection;sb
erector;erector;sb
eremita;eremita;sb
eremitage;eremitaje;sb
eremiteria;eremiterīa;sb
eremitic;eremītic;adj
eremophilaalpestre;eremōphilaalpestre;sb
eremuro;eremuro;sb
erepsina;erepsina;sb
erethic;erēthic;adj
erethismo;erethismo;sb
erg;erg;sb
ergastoplasma;ergastoplasma;sb
ergastulo;ergastulo;sb
ergo;ergo;adv
ergocalciferol;ergocalciferol;sb
ergodic;ergōdic;adj
ergographo;ergōgrapho;sb
ergologia;ergologīa;sb
ergologic;ergolōgic;adj
ergometria;ergometrīa;sb
ergometric;ergomētric;adj
ergometro;ergōmetro;sb
ergonomia;ergonomīa;sb
ergonomic;ergonōmic;adj
ergonomista;ergonomista;sb
ergonomo;ergōnomo;sb
ergosterol;ergosterol;sb
ergot;ergot;sb
ergotamina;ergotamina;sb
ergotherapeuta;ergotherapeuta;sb
ergotherapeutic;ergotherapēūtic;adj
ergotherapeutica;ergotherapēūtica;sb
ergotherapia;ergotherapīa;sb
ergotina;ergotina;sb
ergotinina;ergotinina;sb
ergotismo;ergotismo;sb
ergotoxina;ergotoxina;sb
erica;ērica;sb
ericaceas;ericāceas;sb pl
ericacee;ericacee;adj
ericiar;ericiar;vb
ericio;ericio;sb
Eridano;Eridano;sb npr
Erie;Erie;sb npr
eriger;eriger;vb
erigeron;erigeron;sb
eriophoro;eriōphoro;sb
eriosoma;eriosoma;sb
eristic;erīstic;adj
eristica;erīstica;sb
Eritrea;Eritrēa;sb npr
eritree;eritrēe;adj
erlenmeyer;erlenmeyer;sb
eroder;eroder;vb
erodibile;erodībile;adj
erodio;erodio;sb
erogar;erogar;vb
erogene;erogene;adj
erophila;erōphila;sb
Eros;ēros;sb npr
erosion;erosion;sb
erosive;erosive;adj
erosivitate;erosivitate;sb
erotic;erōtic;adj
erotica;erōtica;sb
eroticismo;eroticismo;sb
eroticitate;eroticitate;sb
erotisar;erotisar;vb
erotisation;erotisation;sb
erotismo;erotismo;sb
erotologia;erotologīa;sb
erotologo;erotōlogo;sb
erotomane;erotōmane;adj
erotomania;erotomanīa;sb
erotomaniac;erotomanīac;adj
erotomaniaco;erotomanīaco;sb
erotomano;erotōmano;sb
erotophobia;erotophobīa;sb
errante;errante;adj
errantia;errantia;sb
errar;errar;vb
errata;errata;sb pl
erratic;errātic;adj
erratum;errātum;sb
erronee;erronee;adj
erroneitate;erroneitate;sb
error;error;sb
ersatz;ersātz;sb
erubescente;erubescente;adj
erubescentia;erubescentia;sb
erubescer;erubescer;vb
eruca;eruca;sb
eruciforme;eruciforme;adj
eructar;eructar;vb
eructation;eructation;sb
erudir;erudir;vb
erudite;erudite;adj
erudition;erudition;sb
erudito;erudito;sb
erumper;erumper;vb
eruption;eruption;sb
eruptive;eruptive;adj
eruptivitate;eruptivitate;sb
ervo;ervo;sb
erygnatobarbate;erygnatobarbate;sb
eryngio;eryngio;sb
erysimo;erȳsimo;sb
erysipela;erysīpela;sb
erysipelatose;erysipelatose;adj
erythema;erythema;sb
erythematose;erythematose;adj
erythrea;erythrēa;sb
erythrina;erythrina;sb
erythroblasto;erythroblasto;sb
erythrocyto;erythrocyto;sb
erythromycina;erythromycina;sb
erythrophobia;erythrophobīa;sb
erythropoetina;erythropoetina;sb
erythrosina;erythrosina;sb
es;es;vb
Esau;Esau;sb npr
esbossar;esbossar;vb
esbosso;esbosso;sb
esca;esca;sb
escalar;escalar;vb
escalation;escalation;sb
Escalda;Escalda;sb
escaldar;escaldar;vb
escaldatura;escaldatura;sb
escamotage;escamotaje;sb
escamotar;escamotar;vb
escampar;escampar;vb
escappabile;escappābile;adj
escappada;escappada;sb
escappamento;escappamento;sb
escappar;escappar;vb
escappata;escappata;sb
escappato;escappato;sb
escappatoria;escappatoria;sb
escappismo;escappismo;sb
escappista;escappista;adj
escappista;escappista;sb
escar;escar;vb
eschatologia;eschatologīa;sb
eschatologic;eschatolōgic;adj
eschatologista;eschatologista;sb
eschatologo;eschatōlogo;sb
eschimese;eschimese;adj
eschimo;ēschimo;sb
Eschylo;ēschylo;sb npr
esclusa;esclusa;sb
esclusage;esclusaje;sb
esclusar;esclusar;vb
esclusata;esclusata;sb
esclusero;esclusero;sb
escolamento;escolamento;sb
escolar;escolar;vb
escolatorio;escolatorio;sb
escorta;escorta;sb
escortar;escortar;vb
escortator;escortator;sb
escudo;escudo;sb
Esculapio;Esculapio;sb npr
esculente;esculente;adj
esculina;esculina;sb
esculo;esculo;sb
Esdras;ēsdras;sb npr
eserina;eserina;sb
eserina;eserina;sb
esmeraldin;esmeraldin;adj
esmeraldo;esmeraldo;sb
esophagee;esophagēe;adj
esophagismo;esophagismo;sb
esophagitis;esophagītis;sb
esophago;esōphago;sb
esophagoscopio;esophagoscopio;sb
esopic;esōpic;adj
Esopo;ēsopo;sb npr
esoteric;esotēric;adj
esoterismo;esoterismo;sb
espagnolette;espagnolette;sb
Espania;Espania;sb npr
espaniol;espaniol;adj
espaniol;espaniol;sb
espaniol-francese;espaniol-francese;adj
espaniolisar;espaniolisar;vb
espaniolisation;espaniolisation;sb
espaniolophone;espaniolōphone;adj
espaniolophono;espaniolōphono;sb
espaventabile;espaventābile;sb
espaventaculo;espaventāculo;sb
espaventar;espaventar;vb
espavento;espavento;sb
espaventaaves;espaventaāves;sb
esperantismo;esperantismo;sb
esperantista;esperantista;sb
esperanto;esperanto;sb
esplanada;esplanada;sb
espressivo;espressivo;adv
espresso;espresso;adj 
esquadra;esquadra;sb
esquadrar;esquadrar;vb
esquadrilia;esquadrilia;sb
esquadron;esquadron;sb
esque;eske;
essamage;essamaje;sb
essamar;essamar;vb
essamatura;essamatura;sb
essame;essame;sb
essayabile;essayābile;adj
essayage;essayaje;sb
essayar;essayar;vb
essayator;essayator;sb
essayista;essayista;sb
essayo;essāyo;sb
essenic;essēnic;adj
esseno;esseno;sb
essentia;essentia;sb
essential;essential;adj
essential;essential;sb
essentialismo;essentialismo;sb
essentialitate;essentialitate;sb
esser;esser;sb
esser;esser;vb
essugacapillos;essugacapīllos;sb
essugadiscos;essugadīscos;sb
essugamano;essugamano;sb
essugamanos;essugamānos;sb pl
essugamobiles;essugamōbiles;sb
essugapedes;essugapēdes;sb
essugapenna;essugapenna;sb
essugar;essugar;vb
essugator;essugator;sb
essugavitros;essugavītros;sb
est;est;sb
establimento;establimento;sb
establir;establir;vb
establishment;estābliśhment;sb
establitor;establitor;sb
est-african;est-african;adj
est-africano;est-africano;sb
est-asiatic;est-asiātic;adj
estate;estate;sb
ester;ēster;sb
esterase;esterase;sb
esterificar;esterificar;vb
esterification;esterification;sb
esterisar;esterisar;vb
est-europee;est-europēe;adj
Estfalia;Estfalia;sb npr
est-german;est-german;adj
est-germanic;est-germānic;adj
est-germano;est-germano;sb
esthesia;esthesīa;sb
esthesiogene;esthesiogene;adj
esthesiologia;esthesiologīa;sb
esthesiologic;esthesiolōgic;adj
esthesiometria;esthesiometrīa;sb
esthesiometric;esthesiomētric;adj
esthesiometro;esthesiōmetro;sb
esthesioneurose;esthesioneurose;sb
esthesioneurosis;esthesioneurōsis;sb
estheta;estheta;sb
esthetic;esthētic;adj
esthetica;esthētica;sb
estheticitate;estheticitate;sb
esthetisar;esthetisar;vb
esthetismo;esthetismo;sb
esthetista;esthetista;sb
estima;estīma;sb
estimabile;estimābile;adj
estimabilitate;estimabilitate;sb
estimar;estimar;vb
estimate;estimate;adj
estimation;estimation;sb
estimative;estimative;adj
estimator;estimator;sb
estivante;estivante;sb
estivar;estivar;vb
estivation;estivation;sb
estive;estive;adj
Estonia;Estonia;sb npr
estonian;estonian;adj
estoniano;estoniano;sb
estrade;estrade;sb
estragon;estragon;sb
estral;estral;adj
estraniamento;estraniamento;sb
estraniar;estraniar;vb
estranie;estranie;adj
estranier;estranier;adj
estraniero;estraniero;sb
estranietate;estranietate;sb
estro;estro;sb
estrogene;estrogene;adj
estrogeno;estrōgeno;sb
estron;estron;sb
estuarial;estuarial;adj
estuario;estuario;sb
estufa;estufa;sb
estufar;estufar;vb
estufato;estufato;sb
estufatoria;estufatoria;sb
esturdimento;esturdimento;sb
esturdir;esturdir;vb
esturdite;esturdite;adj
etage;etaje;sb
étagère;étajère;sb
etape;etape;sb
etate;etate;sb
etcetera;etcētera;adv
eternal;eternal;adj
eterne;eterne;adj
eternisar;eternisar;vb
eternitate;eternitate;sb
ethano;ethano;sb
ethanol;ethanol;sb
etheno;etheno;sb
ethere;ethere;sb
etheree;etheree;adj
etherificar;etherificar;vb
etherification;etherification;sb
etherisar;etherisar;vb
etherisation;etherisation;sb
etherismo;etherismo;sb
etheromane;etheromane;adj
etheromania;etheromanīa;sb
etheromano;etherōmano;sb
ethic;ēthic;adj
ethica;ēthica;sb
ethicitate;ethicitate;sb
ethico;ēthico;sb
ethiope;ethīope;adj
ethiope;ethīope;sb
Ethiopia;Ethiopia;sb npr
ethiopic;ethiōpic;adj
ethmoidal;ethmoidal;adj
ethmoide;ethmōide;adj
ethmoide;ethmōide;sb
ethnarcha;ethnarcha;sb
ethnarchia;ethnarchīa;sb
ethnia;ethnīa;sb
ethnic;ēthnic;adj
ethniciser;ethniciser;vb
ethnicitate;ethnicitate;sb
ethnobotanica;ethnobotānica;sb
ethnobotanista;ethnobotanista;sb
ethnocentric;ethnocēntric;adj
ethnocentricitate;ethnocentricitate;sb
ethnocentrismo;ethnocentrismo;sb
ethnocidio;ethnocidio;sb
ethnogenia;ethnogenīa;sb
ethnographia;ethnographīa;sb
ethnographic;ethnogrāphic;adj
ethnographo;ethnōgrapho;sb
ethnolinguista;ethnolinguīsta;sb
ethnolinguistic;ethnolinguīstic;adj
ethnolinguistica;ethnolinguīstica;sb
ethnologia;ethnologīa;sb
ethnologic;ethnolōgic;sb
ethnologista;ethnologista;sb
ethnologo;ethnōlogo;sb
ethnomusicologia;ethnomusicologīa;sb
ethnomusicologic;ethnomusicolōgic;adj
ethnomusicologista;ethnomusicologista;sb
ethnomusicologo;ethnomusicōlogo;sb
ethnopsychiatria;ethnopsychiatrīa;sb
ethnopsychologia;ethnopsychologīa;sb
ethogramma;ethogramma;sb
ethographia;ethographīa;sb
ethographic;ethogrāphic;adj
ethologia;ethologīa;sb
ethologic;etholōgic;adj
ethologista;ethologista;sb
ethologo;ethōlogo;sb
ethopeia;ethopēia;sb
ethos;ēthos;sb
ethylamino;ethylamino;sb
ethyleno;ethyleno;sb
ethylic;ethȳlic;adj
ethylo;ethylo;sb
etiam;ētiam;adv
etiologia;etiologīa;sb
etiologic;etiolōgic;adj
etiopathe;etiopathe;sb
etiopathia;etiopathīa;sb
etiquetta;etiketta;sb
etiquettar;etikettar;vb
Etna;Etna;sb npr
Etruria;Etruria;sb npr
etrusc;etrūsc;adj
etruscologia;etruscologīa;sb
etruscologic;etruscolōgic;adj
etruscologo;etruscōlogo;sb
etui;etui;sb
etymo;ētymo;sb
etymologia;etymologīa;sb
etymologic;etymolōgic;adj
etymologisar;etymologisar;vb
etymologista;etymologista;sb
etymologo;etymōlogo;sb
euarctoamerican;euarctoamerican;sb
eubacterio;eubacterio;sb
eubiotica;eubiōtica;sb
eucalypto;eucalypto;sb
eucalyptol;eucalyptol;sb
eucaryote;eucaryote;sb
eucharidio;eucharidio;sb
eucharistia;eucharistīa;sb
eucharistic;eucharīstic;adj
euchromatic;euchromātic;adj
euchromatina;euchromatina;sb
euchromosoma;euchromosoma;sb
Euclides;Euclīdes;sb npr
euclidian;euclidian;adj
eucratea;eucratea;sb
eudemonia;eudemonīa;sb
eudemonismo;eudemonismo;sb
eudemonista;eudemonista;sb
eudemonistic;eudemonīstic;adj
eudiometria;eudiometrīa;sb
eudiometric;eudiomētric;adj
eudiometro;eudiōmetro;sb
eugenetic;eugenētic;adj
eugenetico;eugenētico;sb
eugenic;eugēnic;adj
eugenica;eugēnica;sb
eugenista;eugenista;sb
euglena;euglena;sb
Euler;Euler;sb npr
eulerian;eulerian;adj
eunucho;eunucho;sb
eupatorio;eupatorio;sb
eupepsia;eupepsīa;sb
eupeptic;eupēptic;adj
eupeptico;eupēptico;sb
euphemia;euphemīa;sb
euphemic;euphēmic;adj
euphemismo;euphemismo;sb
euphemistic;euphemīstic;adj
euphone;euphone;adj
euphonia;euphonīa;sb
euphonic;euphōnic;adj
euphonisar;euphonisar;vb
euphorbia;euphorbia;sb
euphorbiaceas;euphorbiāceas;sb pl
euphoria;euphorīa;sb
euphoric;euphōric;adj
euphorisar;euphorisar;vb
euphotic;euphōtic;adj
euphrasia;euphrasia;sb
Euphrate;Euphrate;sb npr
euphuismo;euphuismo;sb
euphuista;euphuista;adj
euphuista;euphuista;sb
euphuistic;euphuīstic;adj
eurafrican;eurafrican;adj
eurafricano;eurafricano;sb
Eurasia;Eurasia;sb npr
eurasian;eurasian;adj
eurasiano;eurasiano;sb
eurasiatic;eurasiātic;adj
eureka;eureka;interj 
eurhythmia;eurhythmīa;sb
eurhythmic;eurhȳthmic;adj
euro;euro;sb
eurocentric;eurocēntric;adj
eurocheque;eurośheke;sb
eurocommission;eurocommission;sb
eurocommunismo;eurocommunismo;sb
eurocrate;eurōcrate;sb
eurodeputato;eurodeputato;sb
eurodollar;eurodōllar;sb
eurofunctionario;eurofunctionario;sb
Euromercato;Euromercato;sb
Europa;Europa;sb npr
europarlamentario;europarlamentario;sb
europarlamento;europarlamento;sb
europee;europēe;adj
europeisar;europeisar;vb
europeisation;europeisation;sb
europeismo;europeismo;sb
europeista;europeista;adj
europeista;europeista;sb
europeitate;europeitate;sb
europeo;europēo;sb
europhobia;europhobīa;sb
europium;eurōpium;sb
eurosceptic;euroscēptic;adj
eurosceptico;euroscēptico;sb
eurosocialismo;eurosocialismo;sb
eurostrategic;eurostratēgic;adj
eurosummite;eurosūmmite;sb
euroterrorismo;euroterrorismo;sb
Eurovision;Eurovision;sb npr
Eurus;ēurus;sb npr
eurystomooriental;eurystomooriental;sb
euscare;ēūscare;adj
euscaro;ēūscaro;sb
Eustachian;Eustachian;adj
Eustachio;Eustachio;sb npr
eustatic;eustātic;adj
eustatismo;eustatismo;sb
eutectic;eutēctic;adj
eutectico;eutēctico;sb
eutexia;eutexīa;sb
euthanasia;euthanasīa;sb
euthanasic;euthanāsic;adj
euthanatico;euthanātico;sb
eutrophia;eutrophīa;sb
eutrophic;eutrōphic;adj
eutrophicar;eutrophicar;vb
eutrophication;eutrophication;sb
eutrophisation;eutrophisation;sb
Eva;Eva;sb npr
evacuamento;evacuamento;sb
evacuante;evacuante;adj
evacuar;evacuar;vb
evacuation;evacuation;sb
evacuative;evacuative;adj
evader;evader;vb
evaginar;evaginar;vb
evagination;evagination;sb
evalutar;evalutar;vb
evalutation;evalutation;sb
evanescente;evanescente;adj
evanescentia;evanescentia;sb
evanescer;evanescer;vb
evanescimento;evanescimento;sb
evangeliario;evangeliario;sb
evangelic;evangēlic;adj
Evangelina;Evangelina;sb npr
evangelio;evangelio;sb
evangelisar;evangelisar;vb
evangelisation;evangelisation;sb
evangelisator;evangelisator;sb
evangelismo;evangelismo;sb
evangelista;evangelista;sb
evangelistica;evangelīstica;sb
evangelo;evāngelo;sb
evaporabile;evaporābile;adj
evaporabilitate;evaporabilitate;sb
evaporar;evaporar;vb
evaporation;evaporation;sb
evaporative;evaporative;adj
evaporator;evaporator;sb
evaporatori;evaporatori;adj
evaporite;evaporite;sb
evasion;evasion;sb
evasive;evasive;adj
evasivitate;evasivitate;sb
evasor;evasor;sb
evection;evection;sb
evelia;evelia;sb
eveliar;eveliar;vb
eveliator;eveliator;sb
eveller;eveller;vb
evenimential;evenimential;adj
evenimento;evenimento;sb
evenir;evenir;vb
evento;evento;sb
eventrar;eventrar;vb
eventration;eventration;sb
eventual;eventual;adj
eventualitate;eventualitate;sb
eversion;eversion;sb
everter;everter;vb
eviction;eviction;sb
evidente;evidente;adj
evidentia;evidentia;sb
evidentiar;evidentiar;vb
evincer;evincer;vb
eviscerar;eviscerar;vb
evisceration;evisceration;sb
evitabile;evitābile;adj
evitabilitate;evitabilitate;sb
evitar;evitar;vb
evitation;evitation;sb
evitator;evitator;sb
evo;evo;sb
evocar;evocar;vb
evocation;evocation;sb
evocative;evocative;adj
evocatori;evocatori;adj
evoluta;evoluta;sb
evolution;evolution;sb
evolutionari;evolutionari;adj
evolutionismo;evolutionismo;sb
evolutionista;evolutionista;adj
evolutionista;evolutionista;sb
evolutionistic;evolutionīstic;adj
evolutive;evolutive;adj
evolver;evolver;vb
evonymo;evōnymo;sb
evulsion;evulsion;sb
ex;ex;prep
ex;ex;sb
ex aequo;ex aequo;adv
ex cathedra;ex cathedra;adv
ex professo;ex professo;adv
exacerbar;exacerbar;vb
exacerbation;exacerbation;sb
exacte;exacte;adj
exaction;exaction;sb
exactitude;exactitude;sb
exactor;exactor;sb
exaggerar;exaggerar;vb
exaggeration;exaggeration;sb
exaggerative;exaggerative;adj
exaggerator;exaggerator;sb
exaltar;exaltar;vb
exaltate;exaltate;adj
exaltation;exaltation;sb
examinabile;examinābile;adj
examinante;examinante;sb
examinar;examinar;vb
examinator;examinator;sb
examine;exāmine;sb
exanime;exānime;adj
exanthema;exanthema;sb
exanthematic;exanthemātic;adj
exanthematose;exanthematose;adj
exarchato;exarchato;sb
exarcho;exarcho;sb
exasperar;exasperar;vb
exasperation;exasperation;sb
exaudibile;exaudībile;adj
exaudibilitate;exaudibilitate;sb
exaudimento;exaudimento;sb
exaudir;exaudir;vb
exauditor;exauditor;sb
excambiabile;excambiābile;adj
excambiabilitate;excambiabilitate;sb
excambiar;excambiar;vb
excambiator;excambiator;sb
excambio;excambio;sb
excavar;excavar;vb
excavation;excavation;sb
excavator;excavator;sb
excedente;excedente;sb
exceder;exceder;vb
excellente;excellente;adj
excellentia;excellentia;sb
exceller;exceller;vb
excelse;excelse;adj
excelsior;excelsior;adj
excelsitude;excelsitude;sb
excentric;excēntric;adj
excentricitate;excentricitate;sb
excentrico;excēntrico;sb
exceptar;exceptar;vb
excepte;excepte;prep
exception;exception;sb
exceptional;exceptional;adj
exceptionalitate;exceptionalitate;sb
excerper;excerper;vb
excerpto;excerpto;sb
excerptor;excerptor;sb
excessive;excessive;adj
excessivitate;excessivitate;sb
excesso;excesso;sb
excider;excider;vb
excipiente;excipiente;sb
excisar;excisar;vb
excision;excision;sb
excitabile;excitābile;adj
excitabilitate;excitabilitate;sb
excitamento;excitamento;sb
excitante;excitante;sb
excitar;excitar;vb
excitation;excitation;sb
excitative;excitative;adj
excitator;excitator;sb
exclamar;exclamar;vb
exclamation;exclamation;sb
exclamative;exclamative;adj
exclaramento;exclaramento;sb
exclarar;exclarar;vb
exclaustrar;exclaustrar;vb
exclaustration;exclaustration;sb
exclave;exclave;sb
excluder;excluder;vb
exclusion;exclusion;sb
exclusive;exclusive;adj
exclusivismo;exclusivismo;sb
exclusivista;exclusivista;adj
exclusivista;exclusivista;sb
exclusivitate;exclusivitate;sb
excogitabile;excogitābile;adj
excogitar;excogitar;vb
excogitation;excogitation;sb
excogitative;excogitative;adj
excogitator;excogitator;sb
excommunicar;excommunicar;vb
excommunication;excommunication;sb
excommunicative;excommunicative;adj
excommunicator;excommunicator;sb
ex-communista;ex-communista;sb
excoriar;excoriar;vb
excoriation;excoriation;sb
excoriator;excoriator;sb
excremental;excremental;adj
excremental;excremental;adj
excrementicie;excrementicie;adj
excremento;excremento;sb
excrementose;excrementose;adj
excrescentia;excrescentia;sb
excrescential;excrescential;adj
excrescer;excrescer;vb
excretar;excretar;vb
excretion;excretion;sb
excretori;excretori;adj
excruciar;excruciar;vb
excruciation;excruciation;sb
exculpabile;exculpābile;adj
exculpar;exculpar;vb
exculpation;exculpation;sb
exculpatori;exculpatori;adj
excursion;excursion;sb
excursionar;excursionar;vb
excursionismo;excursionismo;sb
excursionista;excursionista;sb
excusa;excusa;sb
excusabile;excusābile;adj
excusar;excusar;vb
excusation;excusation;sb
excusatori;excusatori;adj
execrabile;execrābile;adj
execrabilitate;execrabilitate;sb
execrar;execrar;vb
execration;execration;sb
execrator;execrator;sb
execratori;execratori;adj
executabile;executābile;adj
executante;executante;sb
executar;executar;vb
execution;execution;sb
executiva;executiva;sb
executive;executive;adj
executor;executor;sb
executori;executori;adj
exedra;exedra;sb
exegese;exegese;sb
exegesis;exegēsis;sb
exegeta;exegeta;sb
exegetic;exegētic;adj
exegetica;exegētica;sb
exemplar;exemplar;adj
exemplar;exemplar;sb
exemplaritate;exemplaritate;sb
exempli gratia;exempli gratia;adv 
exemplificar;exemplificar;vb
exemplification;exemplification;sb
exemplificative;exemplificative;adj
exemplo;exemplo;sb
exemptar;exemptar;vb
exempte;exempte;adj
exemption;exemption;sb
exequatur;exequātur;sb
exequer;exequer;vb
exequias;exēquias;sb pl
exercer;exercer;vb
exercitar;exercitar;vb
exercitation;exercitation;sb
exercitio;exercitio;sb
exfilar;exfilar;vb
exfoliar;exfoliar;vb
exfoliation;exfoliation;sb
exhalar;exhalar;vb
exhalation;exhalation;sb
exhauribile;exhaurībile;adj
exhauribilitate;exhauribilitate;sb
exhaurir;exhaurir;vb
exhauste;exhauste;adj
exhaustibile;exhaustībile;adj
exhaustion;exhaustion;sb
exhaustive;exhaustive;adj
exhaustivitate;exhaustivitate;sb
exheredar;exheredar;vb
exheredation;exheredation;sb
exhiber;exhiber;vb
exhibition;exhibition;sb
exhibitionismo;exhibitionismo;sb
exhibitionista;exhibitionista;adj
exhibitionista;exhibitionista;sb
exhibitionistic;exhibitionīstic;adj
exhibitori;exhibitori;adj
exhilarante;exhilarante;adj
exhilarante;exhilarante;sb
exhilarar;exhilarar;vb
exhilaration;exhilaration;sb
exhilarative;exhilarative;adj
exhortar;exhortar;vb
exhortation;exhortation;sb
exhortative;exhortative;adj
exhortator;exhortator;sb
exhortatori;exhortatori;adj
exhumar;exhumar;vb
exhumation;exhumation;sb
exigente;exigente;adj
exigentia;exigentia;sb
exiger;exiger;vb
exigibile;exigībile;adj
exigibilitate;exigibilitate;sb
exigue;exigue;adj
exiguitate;exiguitate;sb
exiliar;exiliar;vb
exiliato;exiliato;sb
exilio;exilio;sb
eximer;eximer;vb
exir;exir;vb
existente;existente;adj
existentia;existentia;sb
existential;existential;adj
existentialismo;existentialismo;sb
existentialista;existentialista;adj
existentialista;existentialista;sb
exister;exister;vb
exito;ēxito;sb
ex-libris;ex-lībris;sb
ex-marito;ex-marito;sb
ex-ministro;ex-ministro;sb
exobiologia;exobiologīa;sb
exobiologic;exobiolōgic;adj
exobiologista;exobiologista;sb
exobiologo;exobiōlogo;sb
exobuccal;exobuccal;adj
exocentric;exocēntric;adj
exoceto;exoceto;sb
exocrin;exocrin;adj
exoderma;exoderma;sb
